cleaned_text,compound_score,predictedSentiment_vaders,predictedSentiment_naiveBayes,predictedEmotion_nb,predictedSentiment_svm,predictedEmotion_svm
இலங்கை வருடத்தின் முதல் பாதியில் 2609 மில்லியன் டொலர்களை கடன்கொடுனர்களுக்கு செலுத்த வேண்டும் விபரங்களுக்கு bitly3kelbg8 sooriyanfm sooriyannews hirunews lk tamilnews loan srilankacrisis srilankaeconomiccrisis srilanka lka,0.0,0,0.0,1,0.0,3
normal taxation exercise rescue operation says president ranil lka srilanka srilankacrisis economiccrisislk ranilwickremesinghe,0.5106,1,1.0,1,1.0,3
normal taxation exercise rescue operation says president ranil wickremesinghe lka srilanka srilankacrisis economiccrisislk,0.5106,1,1.0,1,1.0,3
conducted veriteresearch vanguard survey pvt ltd conducted early feb 2023 geography island wide nationally representative sample respondents 1000 plus sri lankan adults read veriteresearchorginsightm… srilanka srilankacrisis srilankapolitics,0.0,0,1.0,5,1.0,3
mood nation survey results ’ 2 key questions survey focuses govt approval remains oct overall country satisfaction dropped reflect sentiments veriteresearch srilankacrisis srilankaprotests,0.7184,1,1.0,5,0.0,3
උතුරු නැගෙනහිර බලහත්කාරයෙන් අතුරුදහන් කරනු ලැබූවන් පිලිබඳ සත්‍ය සහ යුක්තිය ඉල්ලා කරන අරගලයේ 6 වන වසර සනිටුහන් කෙරේ enforceddisappearances slnews srilanka srilankacrisis,0.0,0,0.0,1,0.0,3
frustrated woman calls president resign lka lknews slnews srilanka srilankaeconomiccrisis srilankaprotests srilankancrisis srilankacrisis economiccrisislk,-0.7003,-1,-1.0,3,-1.0,3
interesting view ncdemel veriteresearch interview mariannedavid24 hosted themorninglk think srilankacrisis economiccrisislk srilankaeconomiccrisis viewsandopinions srilanka srilankapolitics,0.4019,1,0.0,1,1.0,4
breaking news – election commission informs supreme court difficulties holding local government polls promised find newscutterlkbreakingnews… slnews lka srilankatoday srilankacrisis srilankaeconomiccrisis powercutlk srilankaprotests aragalaya,0.5994,1,0.0,4,1.0,0
breaking news – election commission informs supreme court difficulties holding local government polls promised find newscutterlkbreakingnews… slnews lka srilankatoday srilankacrisis srilankaeconomiccrisis powercutlk srilankaprotests aragalaya,0.5994,1,0.0,4,1.0,0
clean lmdmedia refreshsrilanka srilankacrisis srilanka politicslk lmd,0.4574,1,1.0,0,1.0,3
sjb protests court order issued preventing entrance several areas details newscutterlkbreakingnews… slnews lka srilankatoday srilankacrisis srilankaeconomiccrisis powercutlk srilankaprotests aragalaya,-0.25,-1,-1.0,5,1.0,4
sjb protests court order issued preventing entrance several areas details newscutterlkbreakingnews… slnews lka srilankatoday srilankacrisis srilankaeconomiccrisis powercutlk srilankaprotests aragalaya,-0.25,-1,-1.0,5,1.0,4
enough said bafta2023 srilanka srilankan srilankacrisis srilankaeconomiccrisis dubai digitalmarketer dripshipping,0.0,0,0.0,1,0.0,3
formal education make living entrepreneurship make fortune colombo srilanka dubai srilankacrisis srilankanews irafluence jeffna,0.0,0,1.0,1,0.0,1
poll conducted verité research early february 2023 indicates 10 respondents approve gosl details newscutterlksrilankanews… slnews lka srilankatoday srilankacrisis srilankaeconomiccrisis powercutlk,0.0,0,1.0,5,-1.0,4
poll conducted verité research early february 2023 indicates 10 respondents approve gosl details newscutterlksrilankanews… slnews lka srilankatoday srilankacrisis srilankaeconomiccrisis powercutlk,0.0,0,1.0,5,-1.0,4
government pushes expedite restructuring ceylon electricity board ceylon petroleum corporation opening opportunities investors details newscutterlksrilankanews… slnews lka srilankatoday srilankacrisis srilankaeconomiccrisis powercutlk,0.3818,1,1.0,5,0.0,3
government pushes expedite restructuring ceylon electricity board ceylon petroleum corporation opening opportunities investors details newscutterlksrilankanews… slnews lka srilankatoday srilankacrisis srilankaeconomiccrisis powercutlk,0.3818,1,1.0,5,0.0,3
srilanka govt lacks capability design economic recovery plans sri lanka relies heavily imf tell us solutions aresrilankacrisis srilankaeconomiccrisis themorninglkarticles9uf0c…,0.1779,1,-1.0,5,1.0,1
විදුලි ගාස්තු ඉහළ දැමීමට විරෝධය පළකරමින් පසුගියදා බලශක්ති අමාත්‍යංශය ඉදිරිපිට පවත්වන ලද විරෝධතාවය srilanka slnews srilankacrisis,0.0,0,0.0,1,0.0,3
tisrilanka takes action matter happen next srilankacrisis srilankaeconomiccrisis transparency politicslk srilankapolitics,0.0258,1,1.0,1,1.0,3
️ timesonlinelk reported health ministry dropped one suppliers supposedly blacklisted however rest indian credit line shall continue srilankaeconomiccrisis srilankacrisis drugshortage transparency,0.3818,1,1.0,2,0.0,1
lets build peoples power struggle lawyer nuwan bopege speaks general assembly negombo peoples council held thaladuwa fisheries support movement hall today lka srilanla politics powertothepeople srilankacrisis peoplescouncils,0.1027,1,1.0,4,1.0,4
president rwunp responded student union mobilization week demanding suspension vice chancellor university ruhuna srilankacrisis srilankapolitics politicslk srilankaprotests economiccrisislk,-0.2263,-1,0.0,5,1.0,3
reason dont believe uninterrupted electricity supply slogan could like promise issue tickets hiking private bus fare srilanka srilankanfood srilankacrisis,0.5859,1,0.0,3,0.0,3
need constitution rule law president one decide people use ballot srilanka srilankacrisis politicalcrisis localelections,0.0,0,0.0,1,0.0,3
invidiouspoastorgekf3h261see political srilankacrisis newsupdate newsbreak,0.0,0,-1.0,3,0.0,3
navy seizes 535 kg kendu leaves negombo read newscutterlksrilankanews… srilankatoday srilankacrisis srilankanewstoday srilankaeconomiccrisis slnews lka,0.0,0,1.0,1,0.0,3
indian visa application centre resume operations tomorrow read newscutterlksrilankanews… srilankatoday srilankacrisis slnews srilankanewstoday srilankaeconomiccrisis slnewa lka,0.0,0,0.0,1,0.0,3
sri lanka ’ first migratory bird park opened monday read newscutterlksrilankanews… srilankatoday srilankacrisis slnews srilankaeconomiccrisis lka srilankanewstoday slnewa,0.0,0,1.0,4,1.0,4
whatsapp brings productivity features read newscutterlksrilankanews… srilankanewstoday srilankaeconomiccrisis srilankacrisis srilankatoday slnews slnewa lka,0.0,0,0.0,1,0.0,3
cyclone death toll new zealand rises 11 recovery continues read newscutterlksrilankanews… srilankatoday srilankacrisis srilankanewstoday slnews lka slnewa srilankaeconomiccrisis,-0.5994,-1,1.0,5,1.0,0
13 year old killed mother injured motor accident read newscutterlksrilankanews… lka srilankacrisis slnewa srilankanewstoday srilankaeconomiccrisis srilankatoday slnews,-0.8834,-1,1.0,0,-1.0,3
வீழ்ச்சியடைந்துள்ள நாட்டின் பொருளாதாரத்தை மீட்பதற்கே அரசாங்கம் முன்னுரிமை அளித்துள்ளது நாட்டை அராஜகத்திற்குள் தள்ள இடமளிக்காமல் சட்டம் ஒழுங்கு பாதுகாக்கப்படும் மேலதிக விபரம் thinakaranlknode95892 economiccrisislk srilankacrisis president rwunp srilanka lka sl,0.0,0,0.0,5,0.0,3
’ blame citizenry little skeptical state communications ’ listen imf program confirmation end year month end quarter aside great news economiccrisislk srilankacrisis,0.6945,1,1.0,4,1.0,0
lions roar sd hv cm deciding 9th mar elections sjb jvp coughing continously must take good cough syrup didnt come forward lead economy last year lka srilanka srilankacrisis anuradisanayake sajithpremadasa election,0.4404,1,1.0,3,1.0,3
mother අම්මා srilanka srilankacrisis,0.0,0,0.0,0,0.0,3
“ art elimination unnecessary ” pablo picasso srilankacrisis srilanka artchivist art picasso,0.0,0,-1.0,1,0.0,3
srilankacrisis,0.0,0,1.0,1,0.0,3
ඇයත් මවක් ඔවුනුත් පුංචි දරුවන් මේ මවට දැනෙන දුක මිනිස් මවකගේ කුසින් උපන් මනුසතෙකුට නොදැනෙන තරමටම මිනිසුන් අමානුශික වුනේ කොහොම lka srilanka srilankacrisis srilankaeconomiccrisis animal animalfights animalrescue animals animalcrossingnewhorizons animallovers,0.0,0,-1.0,1,0.0,3
international monetary fund imf considering approving loan sri lanka even without chinas assurance debtrestructuring support foreign media china imf srilanka srilankacrisis,0.169,1,-1.0,5,1.0,1
මාලිමවට එකතු වෙන පක්ෂ අගමැති සහ මුදල් ඇමති කවුද රට හදන වැඩ පිළිවෙල ගැනත් සවිස්තරව ජවිපෙ නායක අනුර කුමාර දිසානායකගෙන් rathukatta ashanthi warunasuriya invidiouspoastorgxqvdoj53jvi lka srilanka srilankacrisis anuradisanayake,0.0,0,0.0,1,0.0,3
භීෂණ භීතිකාවක ප්‍රබල සටන් පාඨය 8889 මාලිමවට එකතු වෙන පක්ෂ අගමැති සහ මුදල් ඇමති කවුද රට හදන වැඩ පිළිවෙල ගැන සවිස්තරව facebookcom100016519382945… lka srilankacrisis srilanka npp anuradisanayake,0.0,0,0.0,1,0.0,3
நாட்டை அராஜகத்திற்குள் தள்ள இடமளிக்க மாட்டேன் malainaadulkiwillnotall… lka lka srilanka srilankacrisis,0.0,0,0.0,1,0.0,3
ජනතා හමුව 19 ඉරිදා සවස 0530 ට ඔබත් එන්න 20230218 lka srilanka kalutara panadura srilankacrisis wewantelection npp පන්නමු හදමු මගේරට thistimewearefornpp මේපාරමාලිමාවට nalindajayatissa chandimahettiaratchi,0.0,0,0.0,1,0.0,3
piece morning pakistaneconomy economiccrisis comparison srilankacrisis lnkdineb2psgsy,0.0,0,1.0,1,0.0,1
விடுங்க பாஸ் அப்புறம் நம்ம passport cancel panniruvaanga நம்ம தனி நாடு கேட்டு ஒரு தனி நாடா அறிவித்தால் ஏற்கனவே தனி நாடு கேட்டு தான் ltte srilankacrisis படும் பாடு பாத்தீங்களா,-0.3695,-1,0.0,4,0.0,3
election commission file special motion supreme court citing difficulties conduct lg polls march 9 due nonavailability adequate fundselection commission srilanka srilankacrisis,0.7184,1,1.0,5,-1.0,1
say sl srilanka srilankacrisis,0.0,0,0.0,0,0.0,3
cousin marriage south asia usa pakistanigirl hamidmirpak indiangirl srilankacrisis nepal iran afghanistan,0.0,0,0.0,5,0.0,3
incarcerations imposed embraced sujith rathnayake turned searchlight inwards light also fallen agitators agitation whether intended srilankacrisis art artists malindawordsblogspotcom20…,-0.7845,-1,-1.0,1,0.0,3
interesting pledge national people ’ power npp check case made pledge thoughts reasonable unrealistic must bad idea nppinfo srilanka srilankapolitics npp politicslk srilankacrisis stateexpenditure publicfinancelk,-0.4137,-1,1.0,0,-1.0,4
lol bunch blood thirsty communists everything come power wonder couldnt present economic outlook clearly srilankaeconomiccrisis srilankacrisis,0.5106,1,1.0,1,1.0,3
rusted metal bloodied minds – crisis struggle pranith wirasinha read full article groundviewsorg20230217r… lka srilanka humanrights governance srilankacrisis,-0.7506,-1,1.0,1,0.0,3
business sentiment last 12 months let ’ look greens increases reds decreases shall catch shorts invidiouspoastorgshortsuqhtuhpp1… srilankacrisis economicrisislk politicslk srilankaeconomiccrisis businessconfidence,0.0,0,0.0,1,0.0,0
south asia ’ air pollution takes devastating toll health economy todays feature story newscutterlksrilankanews… slnews lka srilankatoday srilankacrisis srilankaeconomiccrisis,-0.6486,-1,-1.0,5,0.0,3
south asia ’ air pollution takes devastating toll health economy todays feature story newscutterlksrilankanews… slnews lka srilankatoday srilankacrisis srilankaeconomiccrisis,-0.6486,-1,-1.0,5,0.0,3
sri lanka develop roadmap green finance projects 2023 top story newscutterlksrilankanews… slnews lka srilankatoday srilankacrisis srilankaeconomiccrisis,0.2023,1,1.0,1,0.0,3
sri lanka develop roadmap green finance projects 2023 top story newscutterlksrilankanews… slnews lka srilankatoday srilankacrisis srilankaeconomiccrisis,0.2023,1,1.0,1,0.0,3
outspoken ultranationalist buddhist monk ven ampitiye sumanarathana calls police protection find newscutterlksrilankanews… slnews lka srilankatoday srilankacrisis srilankaeconomiccrisis,0.0,0,-1.0,4,0.0,3
outspoken ultranationalist buddhist monk ven ampitiye sumanarathana calls police protection find newscutterlksrilankanews… slnews lka srilankatoday srilankacrisis srilankaeconomiccrisis,0.0,0,-1.0,4,0.0,3
sri lanka allows killing endangered animals protect crops read full newscutterlksrilankanews… peta petaindia petauk slnews lka srilankatoday srilankacrisis srilankaeconomiccrisis peta,-0.4215,-1,1.0,3,0.0,3
sri lanka allows killing endangered animals protect crops read full newscutterlksrilankanews… slnews lka srilankatoday srilankacrisis srilankaeconomiccrisis,-0.4215,-1,1.0,3,0.0,3
showers expected ratnapura kalutara districts read newscutterlksrilankanews… lka slnews srilankatoday srilankacrisis srilankaeconomiccrisis srilankanewstoday slnewa,0.0,0,1.0,1,1.0,3
imf considers approving sri lanka ’ bailout without china ’ formal assurance – bloomberg full story newscutterlksrilankanews… slnews lka srilankatoday srilankacrisis srilankaeconomiccrisis imf,-0.3476,-1,1.0,4,0.0,3
imf considers approving sri lanka ’ bailout without china ’ formal assurance – bloomberg full story newscutterlksrilankanews… slnews lka srilankatoday srilankacrisis srilankaeconomiccrisis imf,-0.3476,-1,1.0,4,0.0,3
